season,fbref_name,fpl_name,fuzzy_score
2016-2017,Toby Alderweireld,Toby Alderweireld,100.0
2016-2017,,Tokelo Rantie,
2016-2017,,Tommie Hoban,
2016-2017,Tom Carroll,Tom Carroll,100.0
2016-2017,Tom Cleverley,Tom Cleverley,100.0
2016-2017,Tom Davies,Tom Davies,100.0
2016-2017,Tom Huddlestone,Tom Davies,86.0
2016-2017,Tom Heaton,Tom Heaton,100.0
2016-2017,Tom Huddlestone,Tom Heaton,86.0
2016-2017,Tom Davies,Tom Huddlestone,86.0
2016-2017,Tom Heaton,Tom Huddlestone,86.0
2016-2017,Tom Huddlestone,Tom Huddlestone,100.0
2016-2017,Trent Alexander-Arnold,Trent Alexander-Arnold,100.0
2016-2017,Troy Deeney,Troy Deeney,100.0
2016-2017,,Tyias Browning,
2016-2017,Tyrone Mings,Tyrone Mings,100.0
2016-2017,Valon Behrami,Valon Behrami,100.0
2016-2017,Victor Moses,Victor Moses,100.0
2016-2017,Victor Wanyama,Victor Wanyama,100.0
2016-2017,Viktor Fischer,Viktor Fischer,100.0
2016-2017,Vincent Janssen,Vincent Janssen,100.0
2016-2017,Vincent Kompany,Vincent Kompany,100.0
2016-2017,Virgil van Dijk,Virgil van Dijk,100.0
2016-2017,Vito Mannone,Vito Mannone,100.0
2016-2017,Víctor Valdés,Víctor Valdés,100.0
2016-2017,Wahbi Khazri,Wahbi Khazri,100.0
2016-2017,Wayne Hennessey,Wayne Hennessey,100.0
2016-2017,Wayne Rooney,Wayne Rooney,100.0
2016-2017,Wayne Routledge,Wayne Routledge,100.0
2016-2017,Wes Morgan,Wes Morgan,100.0
2016-2017,Morgan Schneiderlin,Wes Morgan,86.0
2016-2017,Wilfried Bony,Wilfried Bony,100.0
2016-2017,Wilfried Zaha,Wilfried Zaha,100.0
2016-2017,David Silva,Willian Borges Da Silva,86.0
2016-2017,Willian,Willian Borges Da Silva,90.0
2016-2017,Willy Caballero,Willy Caballero,100.0
2016-2017,Winston Reid,Winston Reid,100.0
2016-2017,Xherdan Shaqiri,Xherdan Shaqiri,100.0
2016-2017,Yannick Bolasie,Yannick Bolasie,100.0
2016-2017,,Yaya Sanogo,
2016-2017,Yohan Benalouane,Yohan Benalouane,100.0
2016-2017,Yohan Cabaye,Yohan Cabaye,100.0
2016-2017,Younès Kaboul,Younes Kaboul,92.0
2016-2017,Zlatan Ibrahimović,Zlatan Ibrahimovic,94.0
2016-2017,Álvaro Negredo,Álvaro Negredo,100.0
2016-2017,Adama Traoré,Adama Traoré,100.0
2016-2017,Adrian Mariappa,Adrian Mariappa,100.0
2016-2017,Aiden O'Neill,Aiden O'Neill,100.0
2016-2017,Ainsley Maitland-Niles,Ainsley Maitland-Niles,100.0
2016-2017,Aleix García,Aleix García Serrano,90.0
2016-2017,Alfie Mawson,Alfie Mawson,100.0
2016-2017,Ashley Fletcher,Ashley Fletcher,100.0
2016-2017,,Ben Hamer,
2016-2017,Ben Davies,Ben Hinchcliffe,86.0
2016-2017,Ben Foster,Ben Hinchcliffe,86.0
2016-2017,Ben Gibson,Ben Hinchcliffe,86.0
2016-2017,Ben Mee,Ben Hinchcliffe,86.0
2016-2017,Ben Watson,Ben Hinchcliffe,86.0
2016-2017,,Ben Wynter,
2016-2017,Bruno Martins Indi,Bruno Martins Indi,100.0
2016-2017,Claudio Bravo,Claudio Bravo,100.0
2016-2017,,Daniel James,
2016-2017,Daryl Janmaat,Daryl Janmaat,100.0
2016-2017,David de Gea,David Luiz Moreira Marinho,86.0
2016-2017,David Jones,David Luiz Moreira Marinho,86.0
2016-2017,David Luiz,David Luiz Moreira Marinho,90.0
2016-2017,David Marshall,David Luiz Moreira Marinho,86.0
2016-2017,David Meyler,David Luiz Moreira Marinho,86.0
2016-2017,David Nugent,David Luiz Moreira Marinho,86.0
2016-2017,David Ospina,David Luiz Moreira Marinho,86.0
2016-2017,David Marshall,David Marshall,100.0
2016-2017,Didier Ibrahim Ndong,Didier Ndong,86.0
2016-2017,Dieumerci Mbokani,Dieumerci Mbokani,100.0
2016-2017,Dominic Calvert-Lewin,Dominic Calvert-Lewin,100.0
2016-2017,,Dominic Solanke,
2016-2017,Edimilson Fernandes,Edimilson Fernandes,100.0
2016-2017,Zeki Fryers,Ezekiel Fryers,88.0
2016-2017,Fabio Borini,Fabio Pereira da Silva,86.0
2016-2017,Dion Pereira,Fabio Pereira da Silva,86.0
2016-2017,Georges-Kévin N'Koudou,Georges-Kévin Nkoudou,98.0
2016-2017,George Honeyman,George Honeyman,100.0
2016-2017,Hal Robson-Kanu,Hal Robson-Kanu,100.0
2016-2017,,Hiram Boateng,
2016-2017,Islam Slimani,Islam Slimani,100.0
2016-2017,,Jack Rose,
2016-2017,,Jake Hesketh,
2016-2017,James Tarkowski,James Weir,86.0
2016-2017,James Ward-Prowse,James Weir,86.0
2016-2017,Javier Manquillo,Javier Manquillo,100.0
2016-2017,Jeff Hendrick,Jeff Hendrick,100.0
2016-2017,,Jeff Reine-Adelaide,
2016-2017,Jonathan Benteke,Jonathan Benteke,100.0
2016-2017,Jonathan Calleri,Jonathan Calleri,100.0
2016-2017,Jonathan Walters,Jonathan Calleri,81.0
2016-2017,,Josh Robson,
2016-2017,Julien Ngoy,Julien Ngoy,100.0
2016-2017,Kevin De Bruyne,Kevin Long,86.0
2016-2017,Kevin Long,Kevin Long,100.0
2016-2017,Lee Cattermole,Lee Grant,86.0
2016-2017,Lee Chung-yong,Lee Grant,86.0
2016-2017,Lee Grant,Lee Grant,100.0
2016-2017,Grant Leadbitter,Lee Grant,86.0
2016-2017,,Lloyd Isgrove,
2016-2017,Lucas Pérez,Lucas Pérez,100.0
2016-2017,,Luke Dreher,
2016-2017,,Luke McGee,
2016-2017,,Maksymilian Stryjek,
2016-2017,Marcos Alonso,Marcos Alonso,100.0
2016-2017,Markus Henriksen,Markus Henriksen,100.0
2016-2017,,Mateusz Hewelt,
2016-2017,Mathieu Flamini,Mathieu Flamini,100.0
2016-2017,Michael Carrick,Michael Simões Domingues,86.0
2016-2017,Michael Dawson,Michael Simões Domingues,86.0
2016-2017,Michael Folivi,Michael Simões Domingues,86.0
2016-2017,Michael Keane,Michael Simões Domingues,86.0
2016-2017,Michael Kightly,Michael Simões Domingues,86.0
2016-2017,Moussa Sissoko,Moussa Sissoko,100.0
2016-2017,Nathaniel Chalobah,Nathaniel Chalobah,100.0
2016-2017,Oliver McBurnie,Oliver McBurnie,100.0
2016-2017,,Olufela Olomola,
2016-2017,Ovie Ejaria,Oviemuno Ejaria,85.0
2016-2017,,Pablo Maffeo,
2016-2017,Patrick Bamford,Patrick Bamford,100.0
2016-2017,,Pau López Sabata,
2016-2017,,Raphael Spiegel,
2016-2017,,Reece Burke,
2016-2017,Roberto Pereyra,Roberto Pereyra,100.0
2016-2017,Ryan Fraser,Ryan Fraser,100.0
2016-2017,Sam McQueen,Sam McQueen,100.0
2016-2017,Shkodran Mustafi,Shkodran Mustafi,100.0
2016-2017,Simone Zaza,Simone Zaza,100.0
2016-2017,Sofiane Boufal,Sofiane Boufal,100.0
2016-2017,Stefano Okaka,Stefano Okaka,100.0
2016-2017,Steven Defour,Steven Defour,100.0
2016-2017,Steven Pienaar,Steven Pienaar,100.0
2016-2017,,Stuart Taylor,
2016-2017,,Thomas Robson,
2016-2017,Victor Anichebe,Victor Anichebe,100.0
2016-2017,Will Keane,Will Keane,100.0
2016-2017,Álvaro Arbeloa,Álvaro Arbeloa,100.0
2016-2017,,Thibaud Verlinden,
2016-2017,,Alex Palmer,
2016-2017,Ryan Allsop,Ryan Allsop,100.0
2016-2017,Ben Mee,Ben Woodburn,86.0
2016-2017,Ben Woodburn,Ben Woodburn,100.0
2016-2017,Josh Sims,Joshua Sims,90.0
2016-2017,Matty James,Matthew James,83.0
2016-2017,Andrew Eleftheriou,Andrew Eleftheriou,100.0
2016-2017,,Alex Pike,
2016-2017,,Domingos Quina,
2016-2017,,Marcus Browne,
2016-2017,,Michael Phillips,
2016-2017,,Oluwatosin Adarabioyo,
2016-2017,,Aaron Wan-Bissaka,
2016-2017,,Josh Maja,
2016-2017,,Noor Husin,
2016-2017,,Rekeem Harper,
2016-2017,,Ethan Robson,
2016-2017,Jonjoe Kenny,Jonjoe Kenny,100.0
2016-2017,Declan Rice,Declan Rice,100.0
2016-2017,,Elliot Embleton,
2016-2017,Brandon Mason,Brandon Mason,100.0
2016-2017,,Carl Stewart,
2016-2017,,Charlie Rowan,
2016-2017,Michael Folivi,Michael Folivi,100.0
2016-2017,Harry Winks,Harry Lewis,82.0
2016-2017,,Michael Ledger,
2016-2017,Ademola Lookman,Ademola Lookman,100.0
2016-2017,Evandro Goebel,Evandro Goebel,100.0
2016-2017,Gabriel Jesus,Gabriel Fernando de Jesus,86.0
2016-2017,Gabriel Paulista,Gabriel Fernando de Jesus,86.0
2016-2017,Marten de Roon,Gabriel Fernando de Jesus,86.0
2016-2017,Neil Taylor,Joel Taylor,82.0
2016-2017,Joey Barton,Joey Barton,100.0
2016-2017,Rudy Gestede,Rudy Gestede,100.0
2016-2017,Wilfred Ndidi,Wilfred Ndidi,100.0
2016-2017,Luciano Narsingh,Luciano Narsingh,100.0
2016-2017,Martin Olsson,Martin Olsson,100.0
2016-2017,Omar Elabdellaoui,Omar Elabdellaoui,100.0
2016-2017,Andrea Ranocchia,Andrea Ranocchia,100.0
2016-2017,,Giedrius Arlauskis,
2016-2017,Joleon Lescott,Joleon Lescott,100.0
2016-2017,M'Baye Niang,M'Baye Niang,100.0
2016-2017,Mauro Zárate,Mauro Zárate,100.0
2016-2017,,Thomas Edwards,
2016-2017,Alfred N'Diaye,Alfred N'Diaye,100.0
2016-2017,Ashley Westwood,Ashley Westwood,100.0
2016-2017,Baily Cargill,Baily Cargill,100.0
2016-2017,Jordan Ayew,Jordan Ayew,100.0
2016-2017,Kamil Grosicki,Kamil Grosicki,100.0
2016-2017,Luka Milivojević,Luka Milivojevic,94.0
2016-2017,Manolo Gabbiadini,Manolo Gabbiadini,100.0
2016-2017,,Molla Wagué,
2016-2017,Robbie Brady,Robbie Brady,100.0
2016-2017,,Mouez Hassen,
2016-2017,Dan Agyei,Daniel Agyei,86.0
2016-2017,Martín Cáceres,Martín Cáceres,100.0
2016-2017,,Harry Wilson,
2016-2017,,Connor Roberts,
2016-2017,Axel Tuanzebe,Axel Tuanzebe,100.0
2016-2017,,Damian Emiliano Martinez,
2016-2017,,Matthew Willock,
2016-2017,Dion Pereira,Dion Pereira,100.0
2016-2017,James Husband,James Husband,100.0
2016-2017,,Joe Williams,
2016-2017,Matt Worthington,Matt Macey,86.0
2016-2017,Joel Asoro,Joel Dinis Castro Pereira,86.0
2016-2017,Joel Castro Pereira,Joel Dinis Castro Pereira,95.0
2016-2017,Dion Pereira,Joel Dinis Castro Pereira,86.0
2016-2017,Joel Robles,Joel Dinis Castro Pereira,86.0
2016-2017,Joel Ward,Joel Dinis Castro Pereira,86.0
2016-2017,,Eduardo Dos Reis Carvalho,
2016-2017,,Moses Makasi,
2016-2017,,Nathan Holland,
2016-2017,,Rhian Brewster,
2016-2017,,Angus Gunn,
2016-2017,Scott Dann,Scott McTominay,86.0
2016-2017,Scott McTominay,Scott McTominay,100.0
2016-2017,Demetri Mitchell,Demetri Mitchell,100.0
2016-2017,,Elliott Moore,
2016-2017,Filip Lesniak,Filip Lesniak,100.0
2016-2017,,Samuel Shashoua,
2016-2017,Aaron Ramsey,Aaron Ramsdale,85.0
2016-2017,Angel Gomes,Angel Gomes,100.0
2016-2017,,Daniel Batty,
2016-2017,,Daniel Kemp,
2016-2017,,Gerhard Tremmel,
2016-2017,Josh Harrop,Joshua Harrop,92.0
2016-2017,,Kieran O'Hara,
2016-2017,Matt Worthington,Matthew Worthington,91.0
2016-2017,,Rene Gilmartin,
2016-2017,,Sam Surridge,
2016-2017,,Zachary Dearnley,
2017-2018,Aaron Cresswell,Aaron Cresswell,100.0
2017-2018,Aaron Mooy,Aaron Cresswell,86.0
2017-2018,Aaron Lennon,Aaron Lennon,100.0
2017-2018,Aaron Cresswell,Aaron Mooy,86.0
2017-2018,Aaron Mooy,Aaron Mooy,100.0
2017-2018,Aaron Wan-Bissaka,Aaron Mooy,86.0
2017-2018,Aaron Ramsey,Aaron Ramsey,100.0
2017-2018,Abdoulaye Doucouré,Abdoulaye Doucouré,100.0
2017-2018,,Adam Federici,
2017-2018,Adam Lallana,Adam Lallana,100.0
2017-2018,Adam Smith,Adam Smith,100.0
2017-2018,Ademola Lookman,Ademola Lookman,100.0
2017-2018,Adrian Mariappa,Adrian Mariappa,100.0
2017-2018,Adrián,Adrián San Miguel del Castillo,90.0
2017-2018,Miguel Britos,Adrián San Miguel del Castillo,86.0
2017-2018,Ahmed Hegazi,Ahmed El-Sayed Hegazi,86.0
2017-2018,,Ahmed Musa,
2017-2018,Alberto Moreno,Alberto Moreno,100.0
2017-2018,,Aleksandar Kolarov,
2017-2018,Aleksandar Mitrović,Aleksandar Mitrovic,95.0
2017-2018,Alexandre Lacazette,Alexandre Lacazette,100.0
2017-2018,Alexis Sánchez,Alexis Sánchez,100.0
2017-2018,Alex Iwobi,Alex Iwobi,100.0
2017-2018,Alex Oxlade-Chamberlain,Alex Iwobi,86.0
2017-2018,Alex McCarthy,Alex McCarthy,100.0
2017-2018,James McCarthy,Alex McCarthy,81.0
2017-2018,Alex Oxlade-Chamberlain,Alex McCarthy,86.0
2017-2018,Alex Iwobi,Alex Oxlade-Chamberlain,86.0
2017-2018,Alex McCarthy,Alex Oxlade-Chamberlain,86.0
2017-2018,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,100.0
2017-2018,Alex Pritchard,Alex Oxlade-Chamberlain,86.0
2017-2018,Alfie Mawson,Alfie Mawson,100.0
2017-2018,Allan Nyom,Allan-Roméo Nyom,86.0
2017-2018,Ander Herrera,Ander Herrera,100.0
2017-2018,Andreas Christensen,Andreas Christensen,100.0
2017-2018,,Andreas Pereira,
2017-2018,Andrew Robertson,Andrew Robertson,100.0
2017-2018,Andrew Surman,Andrew Surman,100.0
2017-2018,Andre Gray,Andre Gray,100.0
2017-2018,Andros Townsend,Andros Townsend,100.0
2017-2018,André Ayew,André Ayew,100.0
2017-2018,Andy Carroll,Andy Carroll,100.0
2017-2018,Andy King,Andy King,100.0
2017-2018,Angelo Ogbonna,Angelo Ogbonna,100.0
2017-2018,Àngel Rangel,Angel Rangel,92.0
2017-2018,Anthony Knockaert,Anthony Knockaert,100.0
2017-2018,Anthony Martial,Anthony Martial,100.0
2017-2018,Antonio Rüdiger,Antonio Rüdiger,100.0
2017-2018,Antonio Valencia,Antonio Valencia,100.0
2017-2018,Arthur Masuaku,Arthur Masuaku,100.0
2017-2018,,Artur Boruc,
2017-2018,Ashley Barnes,Ashley Barnes,100.0
2017-2018,,Ashley Fletcher,
2017-2018,Ashley Westwood,Ashley Westwood,100.0
2017-2018,Ashley Williams,Ashley Williams,100.0
2017-2018,Ashley Young,Ashley Young,100.0
2017-2018,Asmir Begović,Asmir Begovic,92.0
2017-2018,Axel Tuanzebe,Axel Tuanzebe,100.0
2017-2018,Ayoze Pérez,Ayoze Pérez,100.0
2017-2018,Bakary Sako,Bakary Sako,100.0
2017-2018,Dele Alli,Bamidele Alli,82.0
2017-2018,Benik Afobe,Benik Afobe,100.0
2017-2018,Ben Chilwell,Benjamin Chilwell,83.0
2017-2018,Benjamin Mendy,Benjamin Mendy,100.0
2017-2018,Ben Davies,Ben Davies,100.0
2017-2018,Ben Foster,Ben Foster,100.0
2017-2018,Ben Hamer,Ben Hamer,100.0
2017-2018,Ben Chilwell,Ben Mee,86.0
2017-2018,Ben Mee,Ben Mee,100.0
2017-2018,Ben Woodburn,Ben Mee,86.0
2017-2018,Ben Watson,Ben Watson,100.0
2017-2018,Ben Mee,Ben Woodburn,86.0
2017-2018,Ben Woodburn,Ben Woodburn,100.0
2017-2018,Beram Kayal,Beram Kayal,100.0
2017-2018,Kevin De Bruyne,Bernardo Mota Veiga de Carvalho e Silva,86.0
2017-2018,David de Gea,Bernardo Mota Veiga de Carvalho e Silva,86.0
2017-2018,Adrien Silva,Bernardo Mota Veiga de Carvalho e Silva,86.0
2017-2018,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,86.0
2017-2018,David Silva,Bernardo Mota Veiga de Carvalho e Silva,86.0
2017-2018,Boaz Myhill,Boaz Myhill,100.0
2017-2018,Bojan Krkić,Bojan Krkic Perez,86.0
2017-2018,,Bradley Smith,
2017-2018,Brahim Díaz,Brahim Diaz,91.0
2017-2018,,Brandon Mason,
2017-2018,Bruno,Bruno Saltor Grau,90.0
2017-2018,Callum Wilson,Callum Wilson,100.0
2017-2018,Calum Chambers,Calum Chambers,100.0
2017-2018,Geoff Cameron,Cameron Carter-Vickers,86.0
2017-2018,,Carl Jenkinson,
2017-2018,Cesc Fàbregas,Cesc Fàbregas,100.0
2017-2018,Chancel Mbemba,Chancel Mbemba,100.0
2017-2018,Charlie Adam,Charlie Adam,100.0
2017-2018,Charlie Austin,Charlie Austin,100.0
2017-2018,Charlie Daniels,Charlie Daniels,100.0
2017-2018,Charlie Taylor,Charlie Taylor,100.0
2017-2018,Charly Musonda Jr.,Charly Musonda,95.0
2017-2018,Cheikhou Kouyaté,Cheikhou Kouyaté,100.0
2017-2018,Christian Atsu,Christian Atsu,100.0
2017-2018,Christian Benteke,Christian Benteke,100.0
2017-2018,Christian Eriksen,Christian Eriksen,100.0
2017-2018,Christian Fuchs,Christian Fuchs,100.0
2017-2018,Christian Kabasele,Christian Kabasele,100.0
2017-2018,Christopher Schindler,Christopher Schindler,100.0
2017-2018,Chris Brunt,Chris Brunt,100.0
2017-2018,Chris Löwe,Chris Löwe,100.0
2017-2018,Chris Smalling,Chris Smalling,100.0
2017-2018,Lee Chung-yong,Chung-yong Lee,95.0
2017-2018,Lee Grant,Chung-yong Lee,86.0
2017-2018,Ciaran Clark,Ciaran Clark,100.0
2017-2018,Claudio Bravo,Claudio Bravo,100.0
2017-2018,Claudio Yacob,Claudio Yacob,100.0
2017-2018,Collin Quaner,Collin Quaner,100.0
2017-2018,Connor Goldson,Connor Goldson,100.0
2017-2018,,Connor Wickham,
2017-2018,,Costel Pantilimon,
2017-2018,Craig Cathcart,Craig Cathcart,100.0
2017-2018,Craig Dawson,Craig Dawson,100.0
2017-2018,Cuco Martina,Cuco Martina,100.0
2017-2018,Cédric Soares,Cédric Soares,100.0
2017-2018,César Azpilicueta,César Azpilicueta,100.0
2017-2018,Daley Blind,Daley Blind,100.0
2017-2018,Dale Stephens,Dale Stephens,100.0
2017-2018,,Damian Emiliano Martinez,
2017-2018,Damien Delaney,Damien Delaney,100.0
2017-2018,Daniel Amartey,Daniel Amartey,100.0
2017-2018,,Daniel Drinkwater,
2017-2018,Daniel Sturridge,Daniel Sturridge,100.0
2017-2018,Danilo,Danilo Luiz da Silva,90.0
2017-2018,David Luiz,Danilo Luiz da Silva,86.0
2017-2018,Adrien Silva,Danilo Luiz da Silva,86.0
2017-2018,David Silva,Danilo Luiz da Silva,86.0
2017-2018,Danny Drinkwater,Danny Ings,86.0
2017-2018,Danny Ings,Danny Ings,100.0
2017-2018,Danny Drinkwater,Danny Rose,86.0
2017-2018,Danny Rose,Danny Rose,100.0
2017-2018,Danny Simpson,Danny Simpson,100.0
2017-2018,Danny Welbeck,Danny Welbeck,100.0
2017-2018,Danny Williams,Danny Williams,100.0
2017-2018,Dan Gosling,Dan Gosling,100.0
2017-2018,Darren Fletcher,Darren Fletcher,100.0
2017-2018,,Darren Randolph,
2017-2018,Daryl Janmaat,Daryl Janmaat,100.0
2017-2018,,Daryl Murphy,
2017-2018,David de Gea,David de Gea,100.0
2017-2018,David de Gea,David Luiz Moreira Marinho,86.0
2017-2018,David Luiz,David Luiz Moreira Marinho,90.0
2017-2018,David Ospina,David Luiz Moreira Marinho,86.0
2017-2018,David Ospina,David Ospina,100.0
2017-2018,David Silva,David Silva,100.0
2017-2018,Davy Klaassen,Davy Klaassen,100.0
2017-2018,Davy Pröpper,Davy Pröpper,100.0
2017-2018,DeAndre Yedlin,DeAndre Yedlin,100.0
2017-2018,,Dean Marney,
2017-2018,Dean Whitehead,Dean Whitehead,100.0
2017-2018,Declan Rice,Declan Rice,100.0
2017-2018,Dejan Lovren,Dejan Lovren,100.0
2017-2018,Demarai Gray,Demarai Gray,100.0
2017-2018,Diafra Sakho,Diafra Sakho,100.0
2017-2018,Adrien Silva,Diego Da Silva Costa,86.0
2017-2018,Divock Origi,Divock Origi,100.0
2017-2018,Dominic Calvert-Lewin,Dominic Calvert-Lewin,100.0
2017-2018,Dominic Solanke,Dominic Solanke,100.0
2017-2018,Dušan Tadić,Dusan Tadic,82.0
2017-2018,Dwight Gayle,Dwight Gayle,100.0
2017-2018,Eden Hazard,Eden Hazard,100.0
2017-2018,Kevin De Bruyne,Ederson Santana de Moraes,86.0
2017-2018,Ederson,Ederson Santana de Moraes,90.0
2017-2018,Edimilson Fernandes,Edimilson Fernandes,100.0
2017-2018,,Eduardo dos Reis Carvalho,
2017-2018,Eldin Jakupović,Eldin Jakupovic,93.0
2017-2018,Eliaquim Mangala,Eliaquim Mangala,100.0
2017-2018,Elias Kachunga,Elias Kachunga,100.0
2017-2018,Emre Can,Emre Can,100.0
2017-2018,,Enner Valencia,
2017-2018,Eric Bailly,Eric Maxim Choupo-Moting,86.0
2017-2018,Eric Dier,Eric Maxim Choupo-Moting,86.0
2017-2018,Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting,100.0
2017-2018,Eric Bailly,Eric Bailly,100.0
2017-2018,Eric Maxim Choupo-Moting,Eric Bailly,86.0
2017-2018,Eric Dier,Eric Dier,100.0
2017-2018,Eric Maxim Choupo-Moting,Eric Dier,86.0
2017-2018,Érik Lamela,Erik Lamela,91.0
2017-2018,Erik Pieters,Erik Pieters,100.0
2017-2018,Étienne Capoue,Etienne Capoue,93.0
2017-2018,Fabian Delph,Fabian Delph,100.0
2017-2018,Federico Fernández,Federico Fernández,100.0
2017-2018,,Fernando Francisco Reges,
2017-2018,Fernando Llorente,Fernando Llorente,100.0
2017-2018,David Luiz,Fernando Luiz Rosa,86.0
2017-2018,,Fikayo Tomori,
2017-2018,Florian Lejeune,Florian Lejeune,100.0
2017-2018,Kiko Femenía,Francisco Femenía Far,86.0
2017-2018,Francis Coquelin,Francis Coquelin,100.0
2017-2018,Fraser Forster,Fraser Forster,100.0
2017-2018,Gabriel Jesus,Gabriel Armando de Abreu,86.0
2017-2018,Gabriel Jesus,Gabriel Fernando de Jesus,86.0
2017-2018,Gareth Barry,Gareth Barry,100.0
2017-2018,Gareth McAuley,Gareth McAuley,100.0
2017-2018,Gary Cahill,Gary Cahill,100.0
2017-2018,Gaëtan Bong,Gaëtan Bong,100.0
2017-2018,Geoff Cameron,Geoff Cameron,100.0
2017-2018,Georges-Kévin N'Koudou,Georges-Kévin Nkoudou,98.0
2017-2018,Georginio Wijnaldum,Georginio Wijnaldum,100.0
2017-2018,,Giannelli Imbula,
2017-2018,Glenn Murray,Glenn Murray,100.0
2017-2018,,Glenn Whelan,
2017-2018,Glen Johnson,Glen Johnson,100.0
2017-2018,Yaya Touré,Gnegneri Yaya Touré,90.0
2017-2018,Granit Xhaka,Granit Xhaka,100.0
2017-2018,,Grant Hanley,
2017-2018,Gylfi Sigurðsson,Gylfi Sigurdsson,94.0
2017-2018,Hal Robson-Kanu,Hal Robson-Kanu,100.0
2017-2018,Harry Arter,Harry Arter,100.0
2017-2018,,Harry Bunn,
2017-2018,Harry Kane,Harry Kane,100.0
2017-2018,Harry Maguire,Harry Maguire,100.0
2017-2018,Harry Winks,Harry Winks,100.0
2017-2018,Henrikh Mkhitaryan,Henrikh Mkhitaryan,100.0
2017-2018,Son Heung-min,Heung-Min Son,95.0
2017-2018,Heurelho Gomes,Heurelho Gomes,100.0
2017-2018,Hugo Lloris,Hugo Lloris,100.0
2017-2018,Héctor Bellerín,Héctor Bellerín,100.0
2017-2018,Ibrahim Afellay,Ibrahim Afellay,100.0
2017-2018,Idrissa Gana Gueye,Idrissa Gueye,95.0
2017-2018,İlkay Gündoğan,Ilkay Gündogan,93.0
2017-2018,Isaac Hayden,Isaac Hayden,100.0
2017-2018,,Isaac Success,
2017-2018,,Isaiah Brown,
2017-2018,Islam Slimani,Islam Slimani,100.0
2017-2018,Jack Butland,Jack Butland,100.0
2017-2018,,Jack Colback,
2017-2018,Jack Cork,Jack Cork,100.0
2017-2018,,Jack Payne,
2017-2018,Jack Stephens,Jack Stephens,100.0
2017-2018,Jack Wilshere,Jack Wilshere,100.0
2017-2018,Jacob Murphy,Jacob Murphy,100.0
2017-2018,Jaïro Riedewald,Jairo Riedewald,93.0
2017-2018,Jake Livermore,Jake Livermore,100.0
2017-2018,Jamaal Lascelles,Jamaal Lascelles,100.0
2017-2018,James Collins,James Collins,100.0
2017-2018,James McArthur,James McArthur,100.0
2017-2018,James McCarthy,James McArthur,86.0
2017-2018,James McArthur,James McCarthy,86.0
2017-2018,Alex McCarthy,James McCarthy,81.0
2017-2018,James McCarthy,James McCarthy,100.0
2017-2018,James McClean,James McClean,100.0
2017-2018,James Milner,James Milner,100.0
2017-2018,James Morrison,James Morrison,100.0
2017-2018,James Tarkowski,James Tarkowski,100.0
2017-2018,James Tomkins,James Tomkins,100.0
2017-2018,Matty James,James Ward-Prowse,86.0
2017-2018,Joel Ward,James Ward-Prowse,86.0
2017-2018,James Ward-Prowse,James Ward-Prowse,100.0
2017-2018,Jamie Murphy,Jamie Murphy,100.0
2017-2018,Jamie Vardy,Jamie Vardy,100.0
2017-2018,Jan Bednarek,Jan Bednarek,100.0
2017-2018,Jan Vertonghen,Jan Vertonghen,100.0
2017-2018,,Jason Lokilo,
2017-2018,Jason Puncheon,Jason Puncheon,100.0
2017-2018,Javier Hernández,Javier Hernández Balcázar,90.0
2017-2018,Javier Manquillo,Javier Hernández Balcázar,86.0
2017-2018,Javier Manquillo,Javier Manquillo,100.0
2017-2018,Jay Fulton,Jay Fulton,100.0
2017-2018,Jay Rodriguez,Jay Rodriguez,100.0
2017-2018,,Jefferson Montero,
2017-2018,Jeffrey Schlupp,Jeffrey Schlupp,100.0
2017-2018,Jeff Hendrick,Jeff Hendrick,100.0
2017-2018,Jeremie Boga,Jeremie Boga,100.0
2017-2018,Jermain Defoe,Jermain Defoe,100.0
2017-2018,Jerome Sinclair,Jerome Sinclair,100.0
2017-2018,Jesse Lingard,Jesse Lingard,100.0
2017-2018,Jesús Gámez,Jesús Gámez Duarte,90.0
2017-2018,,Jiri Skalak,
2017-2018,Joel Ward,Joel Dinis Castro Pereira,86.0
2017-2018,,Joel Coleman,
2017-2018,Joël Matip,Joel Matip,90.0
2017-2018,,Joel Robles,
2017-2018,Joel Ward,Joel Ward,100.0
2017-2018,James Ward-Prowse,Joel Ward,86.0
2017-2018,Joe Allen,Joe Allen,100.0
2017-2018,Joe Hart,Joe Hart,100.0
2017-2018,Joe Lolley,Joe Lolley,100.0
2017-2018,Jóhann Berg Guðmundsson,Johann Berg Gudmundsson,91.0
2017-2018,John Stones,John Stones,100.0
2017-2018,,Jon Gorenc Stankovic,
2017-2018,Jonas Lössl,Jonas Lössl,100.0
2017-2018,Jonathan Hogg,Jonathan Hogg,100.0
2017-2018,,Jonathan Leko,
2017-2018,Jonathan Walters,Jonathan Walters,100.0
2017-2018,Jonjoe Kenny,Jonjoe Kenny,100.0
2017-2018,Jonjo Shelvey,Jonjo Shelvey,100.0
2017-2018,Jonny Evans,Jonny Evans,100.0
2017-2018,Jordan Ayew,Jordan Ayew,100.0
2017-2018,Ederson,Jordan Henderson,83.0
2017-2018,Jordan Henderson,Jordan Henderson,100.0
