season,fbref_name,fpl_name,fuzzy_score
2022-2023,Harvey White,Morgan Gibbs-White,86.0
2022-2023,,Mads Bidstrup,
2022-2023,Ryan Christie,Ryan Christie,100.0
2022-2023,Carney Chukwuemeka,Carney Chukwuemeka,100.0
2022-2023,Matty Cash,Matty Cash,100.0
2022-2023,Donny van de Beek,Bernardo Veiga de Carvalho e Silva,86.0
2022-2023,Fabio Carvalho,Bernardo Veiga de Carvalho e Silva,86.0
2022-2023,Kevin De Bruyne,Bernardo Veiga de Carvalho e Silva,86.0
2022-2023,David de Gea,Bernardo Veiga de Carvalho e Silva,86.0
2022-2023,Javier Manquillo,Javier Manquillo Gaitán,95.0
2022-2023,Bertrand Traoré,Bertrand Traoré,100.0
2022-2023,Raphaël Varane,Raphaël Varane,100.0
2022-2023,Cody Drameh,Cody Drameh,100.0
2022-2023,Vitaliy Mykolenko,Vitalii Mykolenko,94.0
2022-2023,Kyle Walker,Kyle Walker,100.0
2022-2023,Kyle Walker-Peters,Kyle Walker,90.0
2022-2023,,Scott Carson,
2022-2023,Dominic Solanke,Dominic Solanke,100.0
2022-2023,Vitaly Janelt,Vitaly Janelt,100.0
2022-2023,Robert Sánchez,Robert Sánchez,100.0
2022-2023,Robert Sanchez,Robert Sánchez,93.0
2022-2023,Edouard Mendy,Edouard Mendy,100.0
2022-2023,Luke Ayling,Luke Ayling,100.0
2022-2023,,Eric Bailly,
2022-2023,Hugo Bueno,Hugo Bueno López,90.0
2022-2023,Lewis Cook,Lewis Warrington,86.0
2022-2023,Lewis Dunk,Lewis Warrington,86.0
2022-2023,Lewis Hall,Lewis Warrington,86.0
2022-2023,Rico Lewis,Lewis Warrington,86.0
2022-2023,Pierre Højbjerg,Pierre-Emile Højbjerg,95.0
2022-2023,,Jesurun Rak-Sakyi,
2022-2023,Jaïro Riedewald,Jairo Riedewald,93.0
2022-2023,Declan Rice,Declan Rice,100.0
2022-2023,Daniel Amartey,Daniel Amartey,100.0
2022-2023,Anthony Gordon,Anthony Gordon,100.0
2022-2023,David Ozoh,David Raya Martin,86.0
2022-2023,David Raya,David Raya Martin,90.0
2022-2023,,Dane Scarlett,
2022-2023,Aaron Hickey,Aaron Hickey,100.0
2022-2023,Rúben Dias,Rúben Nascimento Vinagre,86.0
2022-2023,Rúben Neves,Rúben Nascimento Vinagre,86.0
2022-2023,Rúben Vinagre,Rúben Nascimento Vinagre,86.0
2022-2023,Solly March,Solly March,100.0
2022-2023,,Dwight Gayle,
2022-2023,Brenden Aaronson,Brenden Aaronson,100.0
2022-2023,Danny Ward,Danny Ward,100.0
2022-2023,James Ward-Prowse,Danny Ward,86.0
2022-2023,Joachim Andersen,Joachim Andersen,100.0
2022-2023,,Kjell Scherpen,
2022-2023,Jack Stephens,Jack Stephens,100.0
2022-2023,James McArthur,James McArthur,100.0
2022-2023,Fred,Wilfred Ndidi,90.0
2022-2023,Wilfred Ndidi,Wilfred Ndidi,100.0
2022-2023,Ederson,Ederson Santana de Moraes,90.0
2022-2023,Angelo Ogbonna,Angelo Ogbonna,100.0
2022-2023,Jarrod Bowen,Jarrod Bowen,100.0
2022-2023,,Matija Šarkić,
2022-2023,,Malang Sarr,
2022-2023,,Anthony Knockaert,
2022-2023,,Joe Rodon,
2022-2023,Anthony Martial,Anthony Martial,100.0
2022-2023,Ben Davies,Ben Davies,100.0
2022-2023,Jan Bednarek,Jan Bednarek,100.0
2022-2023,Jan Paul van Hecke,Jan Bednarek,86.0
2022-2023,Bryan,Bryan Mbeumo,90.0
2022-2023,Bryan Mbeumo,Bryan Mbeumo,100.0
2022-2023,Naby Keïta,Naby Keita,90.0
2022-2023,,Archie Gray,
2022-2023,,Amad Diallo,
2022-2023,Billy Gilmour,Billy Gilmour,100.0
2022-2023,Marcus Rashford,Marcus Rashford,100.0
2022-2023,Julián Álvarez,Julián Álvarez,100.0
2022-2023,Mateusz Klich,Mateusz Lis,83.0
2022-2023,Takehiro Tomiyasu,Takehiro Tomiyasu,100.0
2022-2023,Emil Krafth,Emil Krafth,100.0
2022-2023,John Stones,John Stones,100.0
2022-2023,Lucas Digne,Lucas Digne,100.0
2022-2023,Shandon Baptiste,Shandon Baptiste,100.0
2022-2023,Nathan Aké,Nathan Aké,100.0
2022-2023,Nathan Patterson,Nathan Aké,86.0
2022-2023,Bukayo Saka,Bukayo Saka,100.0
2022-2023,Lloyd Kelly,Lloyd Kelly,100.0
2022-2023,Trent Alexander-Arnold,Trent Alexander-Arnold,100.0
2022-2023,Alexander Isak,Trent Alexander-Arnold,86.0
2022-2023,Kiernan Dewsbury-Hall,Kiernan Dewsbury-Hall,100.0
2022-2023,Mohamed Salah,Mohamed Salah,100.0
2022-2023,,Ross Barkley,
2022-2023,Thomas Partey,Thomas Partey,100.0
2022-2023,Gavin Bazunu,Gavin Bazunu,100.0
2022-2023,Cameron Archer,Cameron Archer,100.0
2022-2023,André Ayew,André Tavares Gomes,86.0
2022-2023,João Gomes,André Tavares Gomes,86.0
2022-2023,Toti Gomes,André Tavares Gomes,86.0
2022-2023,Lyanco,Lyanco Silveira Neves Vojnovic,90.0
2022-2023,Rúben Neves,Lyanco Silveira Neves Vojnovic,86.0
2022-2023,,Thomas Strakosha,
2022-2023,Ben Chilwell,Ben Chilwell,100.0
2022-2023,Ben Doak,Ben Chilwell,86.0
2022-2023,Ben Mee,Ben Chilwell,86.0
2022-2023,Lewis Dunk,Lewis Dunk,100.0
2022-2023,,Alfie Devine,
2022-2023,Giulian Biancone,Giulian Biancone,100.0
2022-2023,Dennis Praet,Dennis Praet,100.0
2022-2023,William Saliba,William Saliba,100.0
2022-2023,Willian,William Saliba,83.0
2022-2023,,Haydon Roberts,
2022-2023,Craig Dawson,Craig Dawson,100.0
2022-2023,Bryan,Bryan Gil Salvatierra,90.0
2022-2023,Bryan Mbeumo,Bryan Gil Salvatierra,86.0
2022-2023,Bryan Gil,Bryan Gil Salvatierra,90.0
2022-2023,Emi Buendía,Emiliano Buendía Stati,86.0
2022-2023,Nathan Aké,Nathan Ferguson,86.0
2022-2023,Son Heung-min,Son Heung-min,100.0
2022-2023,Aaron Ramsdale,Aaron Ramsdale,100.0
2022-2023,Tyrick Mitchell,Tyrick Mitchell,100.0
2022-2023,Max Kilman,Max Kilman,100.0
2022-2023,,Liam Delap,
2022-2023,Dwight McNeil,Dwight McNeil,100.0
2022-2023,N'Golo Kanté,N'Golo Kanté,100.0
2022-2023,Harry Toffolo,Harry Toffolo,100.0
2022-2023,Jefferson Lerma,Jefferson Lerma Solís,95.0
2022-2023,Ezri Konsa,Ezri Konsa Ngoyo,90.0
2022-2023,Chris Mepham,Chris Mepham,100.0
2022-2023,Willy Boly,Willy Caballero,86.0
2022-2023,Alexander Mighten,Alex Mighten,83.0
2022-2023,Alex Oxlade-Chamberlain,Alex Mighten,86.0
2022-2023,,Keinan Davis,
2022-2023,Robin Olsen,Robin Olsen,100.0
2022-2023,Josh Dasilva,Josh Dasilva,100.0
2022-2023,Roberto Firmino,Roberto Firmino,100.0
2022-2023,Thiago Alcántara,Thiago Alcántara do Nascimento,90.0
2022-2023,João Cancelo,João Palhinha Gonçalves,86.0
2022-2023,João Félix,João Palhinha Gonçalves,86.0
2022-2023,João Gomes,João Palhinha Gonçalves,86.0
2022-2023,João Moutinho,João Palhinha Gonçalves,86.0
2022-2023,João Palhinha,João Palhinha Gonçalves,90.0
2022-2023,,Matt Clarke,
2022-2023,Kieran Trippier,Kieran Trippier,100.0
2022-2023,Moussa Niakhate,Moussa Niakhaté,93.0
2022-2023,Bernd Leno,Bernd Leno,100.0
2022-2023,Kyle Walker,Kyle Walker-Peters,90.0
2022-2023,Kyle Walker-Peters,Kyle Walker-Peters,100.0
2022-2023,Joe Rothwell,Joe Rothwell,100.0
2022-2023,,Nuno Varela Tavares,
2022-2023,Daniel Iversen,Daniel Iversen,100.0
2022-2023,,Steven Bergwijn,
2022-2023,Saman Ghoddos,Saman Ghoddos,100.0
2022-2023,Connor Ronan,Connor Ronan,100.0
2022-2023,Aymeric Laporte,Aymeric Laporte,100.0
2022-2023,Joelinton,Joelinton Cássio Apolinário de Lira,90.0
2022-2023,Joseph Hodge,Joseph Hodge,100.0
2022-2023,Alex Iwobi,Alex Iwobi,100.0
2022-2023,Alex Oxlade-Chamberlain,Alex Iwobi,86.0
2022-2023,Adam Forshaw,Adam Forshaw,100.0
2022-2023,Ben Mee,Ben Pearson,86.0
2022-2023,Ben Pearson,Ben Pearson,100.0
2022-2023,Joël Matip,Joel Matip,90.0
2022-2023,Sven Botman,Sven Botman,100.0
2022-2023,Saïd Benrahma,Saïd Benrahma,100.0
2022-2023,Fabio Carvalho,Fabio Henrique Tavares,86.0
2022-2023,Fabio Vieira,Fabio Henrique Tavares,86.0
2022-2023,Hakim Ziyech,Hakim Ziyech,100.0
2022-2023,Matheus Nunes,Robert Kenedy Nunes do Nascimento,86.0
2022-2023,Robert Sánchez,Robert Kenedy Nunes do Nascimento,86.0
2022-2023,Robert Sanchez,Robert Kenedy Nunes do Nascimento,86.0
2022-2023,Willy Boly,Willy Boly,100.0
2022-2023,,Tomas Soucek,
2022-2023,,Leo Fuhr Hjelde,
2022-2023,Mads Roerslev,Mads Roerslev Rasmussen,90.0
2022-2023,Wilfried Zaha,Wilfried Zaha,100.0
2022-2023,Sean Longstaff,Sean Longstaff,100.0
2022-2023,Mads Bech Sørensen,Mads Bech Sørensen,100.0
2022-2023,Tom Davies,Tom Davies,100.0
2022-2023,Granit Xhaka,Granit Xhaka,100.0
2022-2023,Emiliano Martínez,Lisandro Martínez,82.0
2022-2023,Lisandro Martínez,Lisandro Martínez,100.0
2022-2023,Pape Matar Sarr,Pape Matar Sarr,100.0
2022-2023,Junior Firpo,Junior Firpo Adames,90.0
2022-2023,Harvey Barnes,Harvey Barnes,100.0
2022-2023,Michail Antonio,Michail Antonio,100.0
2022-2023,Mohamed Elyounoussi,Mohamed Elyounoussi,100.0
2022-2023,Frank Onyeka,Frank Onyeka,100.0
2022-2023,,Zidane Iqbal,
2022-2023,,Niels Nkounkou,
2022-2023,Rodrigo Bentancur,Rodrigo Bentancur,100.0
2022-2023,Rodrigo,Rodrigo Bentancur,90.0
2022-2023,Mason Mount,Mason Mount,100.0
2022-2023,Nayef Aguerd,Nayef Aguerd,100.0
2022-2023,Manor Solomon,Manor Solomon,100.0
2022-2023,Raúl Jiménez,Raúl Jiménez,100.0
2022-2023,Calum Chambers,Luke Chambers,81.0
2022-2023,Kai Havertz,Kai Havertz,100.0
2022-2023,Ibrahima Diallo,Ibrahima Diallo,100.0
2022-2023,Adam Armstrong,Adam Armstrong,100.0
2022-2023,Joe Worrall,Joe Worrall,100.0
2022-2023,Danny Welbeck,Danny Welbeck,100.0
2022-2023,Douglas Luiz,Jorge Luiz Frello Filho,86.0
2022-2023,,Timo Werner,
2022-2023,Wayne Hennessey,Wayne Hennessey,100.0
2022-2023,Andreas Pereira,Andreas Hoelgebaum Pereira,86.0
2022-2023,Ricardo Pereira,Andreas Hoelgebaum Pereira,86.0
2022-2023,Rúben Dias,Rúben Gato Alves Dias,86.0
2022-2023,Rúben Neves,Rúben Gato Alves Dias,86.0
2022-2023,Rúben Vinagre,Rúben Gato Alves Dias,86.0
2022-2023,,Ellery Balcombe,
2022-2023,,Jean-Philippe Gbamin,
2022-2023,Oleksandr Zinchenko,Oleksandr Zinchenko,100.0
2022-2023,Emerson,Emerson Leite de Souza Junior,90.0
2022-2023,Junior Firpo,Emerson Leite de Souza Junior,86.0
2022-2023,Hamed Junior Traorè,Emerson Leite de Souza Junior,86.0
2022-2023,Emerson Palmieri,Emerson Leite de Souza Junior,86.0
2022-2023,Junior Stanislas,Emerson Leite de Souza Junior,86.0
2022-2023,Daniel Amartey,Daniel Castelo Podence,86.0
2022-2023,Daniel Bentley,Daniel Castelo Podence,86.0
2022-2023,Daniel Iversen,Daniel Castelo Podence,86.0
2022-2023,Daniel James,Daniel Castelo Podence,86.0
2022-2023,Daniel Podence,Daniel Castelo Podence,86.0
2022-2023,Michael Olise,Michael Olise,100.0
2022-2023,,Richie Laryea,
2022-2023,Marc Cucurella,Marc Cucurella Saseta,90.0
2022-2023,Marc Guéhi,Marc Cucurella Saseta,86.0
2022-2023,Marc Roca,Marc Cucurella Saseta,86.0
2022-2023,,Jamie Shackleton,
2022-2023,Ollie Watkins,Ollie Watkins,100.0
2022-2023,James Tarkowski,James Hill,86.0
2022-2023,James Ward-Prowse,James Hill,86.0
2022-2023,Adam Smith,Adam Smith,100.0
2022-2023,Emile Smith Rowe,Adam Smith,86.0
2022-2023,,Zack Steffen,
2022-2023,Leandro Trossard,Leandro Trossard,100.0
2022-2023,Ben Johnson,Ben Johnson,100.0
2022-2023,Brennan Johnson,Ben Johnson,85.0
2022-2023,,Paulo Gazzaniga Farias,
2022-2023,Jesse Lingard,Jesse Lingard,100.0
2022-2023,Nathan Aké,Nathan Patterson,86.0
2022-2023,Nathan Patterson,Nathan Patterson,100.0
2022-2023,Jacob Murphy,Jacob Murphy,100.0
2022-2023,Sam Surridge,Sam Surridge,100.0
2022-2023,Jamie Vardy,Jamie Vardy,100.0
2022-2023,Ben White,Benjamin White,86.0
2022-2023,Kostas Tsimikas,Konstantinos Tsimikas,83.0
2022-2023,James Tomkins,James Tomkins,100.0
2022-2023,Mohamed Elneny,Mohamed Elneny,100.0
2022-2023,,Jackson Smith,
2022-2023,Jacob Ramsey,Jacob Ramsey,100.0
2022-2023,Jamaal Lascelles,Jamaal Lascelles,100.0
2022-2023,,Braian Ojeda Rodríguez,
2022-2023,Allan Saint-Maximin,Allan Saint-Maximin,100.0
2022-2023,Kieffer Moore,Kieffer Moore,100.0
2022-2023,Kaoru Mitoma,Kaoru Mitoma,100.0
2022-2023,Flynn Downes,Flynn Downes,100.0
2022-2023,Neto,Pedro Lomba Neto,90.0
2022-2023,Pedro Neto,Pedro Lomba Neto,86.0
2022-2023,Issa Diop,Issa Diop,100.0
2022-2023,Adam Smith,Emile Smith Rowe,86.0
2022-2023,Emile Smith Rowe,Emile Smith Rowe,100.0
2022-2023,Rico Henry,Rico Henry,100.0
2022-2023,,Matt Turner,
2022-2023,Harry Wilson,Harry Wilson,100.0
2022-2023,Halil Dervişoğlu,Halil Dervişoğlu,100.0
2022-2023,Tim Ream,Tim Ream,100.0
2022-2023,Sergi Canós,Sergi Canós Tenés,90.0
2022-2023,Joel Ward,Joel Ward,100.0
2022-2023,Hwang Hee-chan,Hwang Hee-chan,100.0
2022-2023,,Jarrad Branthwaite,
2022-2023,Harvey Elliott,Harvey Elliott,100.0
2022-2023,Robin Koch,Robin Koch,100.0
2022-2023,,Hamza Choudhury,
2022-2023,Kelechi Iheanacho,Kelechi Iheanacho,100.0
2022-2023,Yan Valery,Yan Valery,100.0
2022-2023,Valery,Yan Valery,90.0
2022-2023,Rayan Aït Nouri,Rayan Aït-Nouri,100.0
2022-2023,Chem Campbell,Chem Campbell,100.0
2022-2023,,Phil Jones,
2022-2023,Michael Keane,Michael Keane,100.0
2022-2023,Emiliano Marcondes,Emiliano Marcondes,100.0
2022-2023,Boubakary Soumaré,Boubakary Soumaré,100.0
2022-2023,Kepa Arrizabalaga,Kepa Arrizabalaga,100.0
2022-2023,,Joe Lolley,
2022-2023,Yoane Wissa,Yoane Wissa,100.0
2022-2023,,Harry Arter,
2022-2023,Darko Gyabi,Darko Gyabi,100.0
2022-2023,Manuel Lanzini,Manuel Lanzini,100.0
2022-2023,Ayoze Pérez,Ayoze Pérez,100.0
2022-2023,Sam Johnstone,Sam Johnstone,100.0
2022-2023,,Kasper Schmeichel,
2022-2023,,Marcus Forss,
2022-2023,Adam Webster,Adam Webster,100.0
2022-2023,James Bree,James Tarkowski,86.0
2022-2023,James Tarkowski,James Tarkowski,100.0
2022-2023,Stefan Bajcetic,Stefan Bajcetic,100.0
2022-2023,Dominic Calvert-Lewin,Dominic Calvert-Lewin,100.0
2022-2023,João Gomes,Toti António Gomes,86.0
2022-2023,Toti Gomes,Toti António Gomes,86.0
2022-2023,Marc Albrighton,Marc Albrighton,100.0
2022-2023,Marc Guéhi,Marc Albrighton,86.0
2022-2023,Marc Roca,Marc Albrighton,86.0
2022-2023,Adama Traoré,Adama Traoré Diarra,90.0
2022-2023,Bryan,Joe Bryan,90.0
2022-2023,Matt Doherty,Matt Doherty,100.0
2022-2023,Adam Lallana,Adam Lallana,100.0
2022-2023,Eric Dier,Eric Dier,100.0
2022-2023,Ruben Loftus-Cheek,Ruben Loftus-Cheek,100.0
2022-2023,Neal Maupay,Neal Maupay,100.0
2022-2023,Lewis O'Brien,Lewis O'Brien,100.0
2022-2023,Gabriel Jesus,Gabriel Martinelli Silva,86.0
2022-2023,Martinelli,Gabriel Martinelli Silva,90.0
2022-2023,Japhet Tanganga,Japhet Tanganga,100.0
2022-2023,,Charlie Goode,
2022-2023,Neco Williams,Neco Williams,100.0
2022-2023,John McGinn,John McGinn,100.0
2022-2023,Conor Coventry,Conor Coventry,100.0
2022-2023,Josh Dasilva,Josh Wilson-Esbrand,86.0
2022-2023,Josh Onomah,Josh Wilson-Esbrand,86.0
2022-2023,Harry Wilson,Josh Wilson-Esbrand,86.0
2022-2023,Alphonse Areola,Alphonse Areola,100.0
2022-2023,Patson Daka,Patson Daka,100.0
2022-2023,Thiago Alcántara,Thiago Emiliano da Silva,86.0
2022-2023,,Terence Kongolo,
2022-2023,Abdoulaye Doucouré,Abdoulaye Doucouré,100.0
2022-2023,Jamal Lewis,Jamal Lewis,100.0
2022-2023,Tyrese Francois,Tyrese Francois,100.0
2022-2023,Illan Meslier,Illan Meslier,100.0
2022-2023,,Sergio Reguilón,
2022-2023,Moisés Caicedo,Moisés Caicedo Corozo,90.0
2022-2023,,Omar Richards,
2022-2023,David Brooks,David De Gea Quintana,86.0
2022-2023,David de Gea,David De Gea Quintana,90.0
2022-2023,David Ozoh,David De Gea Quintana,86.0
2022-2023,David Raya,David De Gea Quintana,86.0
2022-2023,Łukasz Fabiański,Lukasz Fabianski,88.0
2022-2023,Curtis Jones,Curtis Jones,100.0
2022-2023,Reece James,Reece James,100.0
2022-2023,Josh Onomah,Josh Onomah,100.0
2022-2023,Luke Shaw,Luke Shaw,100.0
2022-2023,Timothy Castagne,Timothy Castagne,100.0
2022-2023,Cédric Soares,Cédric Alves Soares,95.0
2022-2023,Albert Sambi Lokonga,Albert Sambi Lokonga,100.0
2022-2023,Rico Lewis,Rico Lewis,100.0
2022-2023,,Brice Samba,
2022-2023,Richarlison,Richarlison de Andrade,90.0
2022-2023,Asmir Begović,Asmir Begović,100.0
2022-2023,Ludwig Augustinsson,Ludwig Augustinsson,100.0
2022-2023,Kenny Tete,Kenny Tete,100.0
2022-2023,Callum Wilson,Callum Wilson,100.0
2022-2023,Kieran Tierney,Kieran Tierney,100.0
2022-2023,İlkay Gündoğan,Ilkay Gündogan,93.0
2022-2023,Patrick Bamford,Patrick Bamford,100.0
2022-2023,Conor Coady,Conor Coady,100.0
2022-2023,,Nicolas Pépé,
2022-2023,Tyrone Mings,Tyrone Mings,100.0
2022-2023,Kevin Mbabu,Kevin Mbabu,100.0
2022-2023,Morgan Gibbs-White,Harvey White,86.0
2022-2023,Harvey White,Harvey White,100.0
2022-2023,José Sá,José Malheiro de Sá,86.0
2022-2023,Demarai Gray,Demarai Gray,100.0
2022-2023,Neeskens Kebano,Neeskens Kebano,100.0
2022-2023,Antony,Antonee Robinson,82.0
2022-2023,Antonee Robinson,Antonee Robinson,100.0
2022-2023,Aaron Wan-Bissaka,Aaron Wan-Bissaka,100.0
2022-2023,,Dominic Thompson,
2022-2023,James Garner,James Garner,100.0
2022-2023,Jordan Pickford,Jordan Pickford,100.0
2022-2023,Pascal Groß,Pascal Groß,100.0
2022-2023,,Taylor Richards,
2022-2023,Jan Paul van Hecke,Paul Dummett,86.0
2022-2023,Lucas Digne,Lucas Torreira di Pascua,86.0
2022-2023,Lucas Moura,Lucas Torreira di Pascua,86.0
2022-2023,Lucas Paquetá,Lucas Torreira di Pascua,86.0
2022-2023,Rúben Vinagre,Rúben da Silva Neves,86.0
2022-2023,Álex Moreno,Stefan Ortega Moreno,86.0
2022-2023,Stefan Ortega,Stefan Ortega Moreno,90.0
2022-2023,Emiliano Martínez,Emiliano Martínez Romero,95.0
2022-2023,Cristian Romero,Emiliano Martínez Romero,86.0
2022-2023,Siriki Dembélé,Siriki Dembélé,100.0
2022-2023,Christian Nørgaard,Christian Nørgaard,100.0
2022-2023,,Arthur Masuaku,
2022-2023,Tariq Lamptey,Tariq Lamptey,100.0
2022-2023,,Pablo Marí Villar,
2022-2023,Scott McKenna,Scott McKenna,100.0
2022-2023,Jeffrey Schlupp,Jeffrey Schlupp,100.0
2022-2023,,Tom Heaton,
2022-2023,Luke Harris,Luke Harris,100.0
2022-2023,Douglas Luiz,Douglas Luiz Soares de Paulo,90.0
2022-2023,Cédric Soares,Douglas Luiz Soares de Paulo,86.0
2022-2023,,Rhys Williams,
2022-2023,Jordan Ayew,Jordan Ayew,100.0
2022-2023,,Federico Fernández,
2022-2023,Aaron Cresswell,Aaron Cresswell,100.0
2022-2023,Andrew Robertson,Andrew Robertson,100.0
2022-2023,Pablo Fornals,Pablo Fornals Malla,95.0
2022-2023,,Marcos Alonso,
2022-2023,Nélson Semedo,Nélson Cabral Semedo,86.0
2022-2023,Harry Kane,Harry Kane,100.0
2022-2023,,Will Dennis,
2022-2023,Julio César Enciso,Julio Enciso,86.0
2022-2023,Gabriel Jesus,Gabriel Fernando de Jesus,86.0
2022-2023,,Kortney Hause,
2022-2023,Ben Godfrey,Ben Godfrey,100.0
2022-2023,Jay Stansfield,Jay Stansfield,100.0
2022-2023,Diogo Dalot,Diogo Dalot Teixeira,90.0
2022-2023,Diogo Jota,Diogo Dalot Teixeira,86.0
2022-2023,,Brandon Williams,
2022-2023,Valentino Livramento,Tino Livramento,86.0
2022-2023,Alejandro Garnacho,Alejandro Garnacho,100.0
2022-2023,,Mohamed Dräger,
2022-2023,,Anwar El Ghazi,
2022-2023,,Stuart Dallas,
2022-2023,Marc Albrighton,Marc Guéhi,86.0
2022-2023,Marc Guéhi,Marc Guéhi,100.0
2022-2023,,Raphael Dias Belloli,
2022-2023,Philippe Coutinho,Philippe Coutinho Correia,95.0
2022-2023,Djed Spence,Djed Spence,100.0
2022-2023,Dan Burn,Dan Burn,100.0
2022-2023,,Jack Butland,
2022-2023,Mateo Kovačić,Mateo Kovacic,85.0
2022-2023,Dele Alli,Dele Alli,100.0
2022-2023,Diego Llorente,Diego Llorente,100.0
2022-2023,Malcolm Ebiowei,Malcolm Ebiowei,100.0
2022-2023,,Kacper Kozłowski,
2022-2023,,Nikola Vlasic,
2022-2023,,Troy Parrott,
2022-2023,David Brooks,David Brooks,100.0
2022-2023,David Datro Fofana,David Brooks,86.0
2022-2023,Yves Bissouma,Yves Bissouma,100.0
2022-2023,Caoimhín Kelleher,Caoimhin Kelleher,94.0
2022-2023,Miguel Almirón,Adrián San Miguel del Castillo,86.0
2022-2023,Conor Gallagher,Conor Gallagher,100.0
2022-2023,Kalidou Koulibaly,Kalidou Koulibaly,100.0
2022-2023,Joël Veltman,Joël Veltman,100.0
2022-2023,Boubacar Kamara,Boubacar Kamara,100.0
2022-2023,,Ethan Ampadu,
2022-2023,,Kaine Kesler Hayden,
2022-2023,James Bree,James Ward-Prowse,86.0
2022-2023,Reece James,James Ward-Prowse,86.0
2022-2023,Danny Ward,James Ward-Prowse,86.0
2022-2023,Joel Ward,James Ward-Prowse,86.0
2022-2023,James Ward-Prowse,James Ward-Prowse,100.0
2022-2023,Morgan Sanson,Morgan Sanson,100.0
2022-2023,Crysencio Summerville,Crysencio Summerville,100.0
2022-2023,Harry Maguire,Harry Maguire,100.0
2022-2023,Donny van de Beek,Donny van de Beek,100.0
2022-2023,César Azpilicueta,César Azpilicueta,100.0
2022-2023,Jadon Sancho,Jadon Sancho,100.0
2022-2023,Tyrell Malacia,Tyrell Malacia,100.0
2022-2023,,Lewis Bate,
2022-2023,Joe Gomez,Joseph Gomez,86.0
2022-2023,Mathias Jensen,Mathias Jensen,100.0
2022-2023,Mathias Jørgensen,Mathias Jensen,90.0
2022-2023,,Nathan Tella,
2022-2023,Jan Bednarek,Jan Paul van Hecke,86.0
2022-2023,Jan Paul van Hecke,Jan Paul van Hecke,100.0
2022-2023,Paul Onuachu,Jan Paul van Hecke,86.0
2022-2023,Ivan Perišić,Ivan Perišić,100.0
2022-2023,Eddie Nketiah,Eddie Nketiah,100.0
2022-2023,,Callum Hudson-Odoi,
2022-2023,,Fabio Silva,
2022-2023,Virgil van Dijk,Virgil van Dijk,100.0
2022-2023,Yerry Mina,Yerry Mina,100.0
2022-2023,,Jaden Philogene-Bidace,
2022-2023,,Jeff Hendrick,
2022-2023,Dejan Kulusevski,Dejan Kulusevski,100.0
2022-2023,Leon Bailey,Leon Bailey,100.0
2022-2023,James Maddison,James Maddison,100.0
2022-2023,Cole Palmer,Cole Palmer,100.0
2022-2023,Davinson Sánchez,Davinson Sánchez,100.0
2022-2023,Raheem Sterling,Raheem Sterling,100.0
2022-2023,Ederson,Jordan Henderson,83.0
2022-2023,Dean Henderson,Jordan Henderson,87.0
2022-2023,Jordan Henderson,Jordan Henderson,100.0
2022-2023,Nathan Collins,Nathan Collins,100.0
2022-2023,Christian Pulisic,Christian Pulisic,100.0
2022-2023,Jaidon Anthony,Jaidon Anthony,100.0
2022-2023,Pascal Struijk,Pascal Struijk,100.0
2022-2023,Matt Targett,Matt Targett,100.0
2022-2023,Alex McCarthy,Alex McCarthy,100.0
2022-2023,Jamal Lowe,Jamal Lowe,100.0
2022-2023,Ryan Fredericks,Ryan Yates,86.0
2022-2023,Ryan Yates,Ryan Yates,100.0
2022-2023,Darwin Núñez,Darwin Núñez Ribeiro,90.0
2022-2023,Calum Chambers,Calum Chambers,100.0
2022-2023,Séamus Coleman,Seamus Coleman,93.0
2022-2023,Fabio Carvalho,Rodrigo Muniz Carvalho,86.0
2022-2023,Theo Walcott,Theo Walcott,100.0
2022-2023,Marc Roca,Marc Roca Junqué,90.0
2022-2023,Vladimír Coufal,Vladimir Coufal,93.0
2022-2023,Shane Duffy,Shane Duffy,100.0
2022-2023,,Frédéric Guilbert,
2022-2023,,Rasmus Kristensen,
2022-2023,Riyad Mahrez,Riyad Mahrez,100.0
2022-2023,Danny Ings,Danny Ings,100.0
2022-2023,,Andros Townsend,
2022-2023,Marcus Tavernier,Marcus Tavernier,100.0
2022-2023,Ivan Perišić,Ivan Neves Abreu Cavaleiro,86.0
2022-2023,Ivan Toney,Ivan Neves Abreu Cavaleiro,86.0
2022-2023,Jonjo Shelvey,Jonjo Shelvey,100.0
2022-2023,Victor Bernth Kristiansen,Victor Lindelöf,86.0
2022-2023,Victor Lindelöf,Victor Lindelöf,100.0
2022-2023,Miguel Almirón,Miguel Almirón Rejala,90.0
2022-2023,Odsonne Édouard,Odsonne Edouard,93.0
2022-2023,,Christian Benteke,
2022-2023,Tim Ream,Tim Iroegbunam,86.0
2022-2023,,Lyle Taylor,
2022-2023,Jack Colback,Jack Colback,100.0
2022-2023,Elliot Anderson,Elliot Anderson,100.0
2022-2023,Deniz Undav,Deniz Undav,100.0
2022-2023,Tom Cairney,Tom Cairney,100.0
2022-2023,Jonny Castro,Jonathan Castro Otto,86.0
2022-2023,Youri Tielemans,Youri Tielemans,100.0
2022-2023,,Jonathan Panzo,
2022-2023,Romain Perraud,Romain Perraud,100.0
2022-2023,,Kristoffer Klaesson,
2022-2023,Harrison Reed,Harrison Reed,100.0
2022-2023,,Fábio Freitas Gouveia Carvalho,
2022-2023,Clément Lenglet,Clément Lenglet,100.0
2022-2023,Alexis Mac Allister,Alexis Mac Allister,100.0
