season,fbref_name,fpl_name,fuzzy_score,total_points,review,duplicated
2018-2019,André Schürrle,André Schürrle,100,75.0,,
2018-2019,Ken Sema,Ken Sema,100,37.0,,
2018-2019,Jean Seri,Jean Michael Seri,86,72.0,True,
2018-2019,Ryan Sessegnon,Ryan Sessegnon,100,94.0,,
2018-2019,Xherdan Shaqiri,Xherdan Shaqiri,100,88.0,,
2018-2019,Luke Shaw,Luke Shaw,100,91.0,,
2018-2019,Jonjo Shelvey,Jonjo Shelvey,100,39.0,,
2018-2019,Gylfi Sigurðsson,Gylfi Sigurdsson,94,182.0,,
2018-2019,Adrien Silva,Adrien Sebastian Perruchet Silva,86,3.0,True,
2018-2019,Bernardo Silva,Bernardo Veiga de Carvalho e Silva,100,154.0,,
2018-2019,David Silva,David Silva,100,143.0,,
2018-2019,Xande Silva,Alexandre Nascimento Costa Silva,100,1.0,,
2018-2019,Danny Simpson,Danny Simpson,100,12.0,,
2018-2019,Jack Simpson,Jack Simpson,100,10.0,,
2018-2019,Josh Sims,Joshua Sims,90,11.0,,
2018-2019,Moussa Sissoko,Moussa Sissoko,100,76.0,,
2018-2019,Oliver Skipp,Oliver Skipp,100,12.0,,
2018-2019,Callum Slattery,Callum Slattery,100,4.0,,
2018-2019,Chris Smalling,Chris Smalling,100,56.0,,
2018-2019,Adam Smith,Adam Smith,100,70.0,,
2018-2019,Tommy Smith,Tommy Smith,100,9.0,,
2018-2019,Robert Snodgrass,Robert Snodgrass,100,85.0,,
2018-2019,Cédric Soares,Cédric Soares,100,52.0,,
2018-2019,Ramadan Sobhi,Ramadan Sobhi,100,4.0,,
2018-2019,Dominic Solanke,Dominic Solanke,100,15.0,,
2018-2019,Pape Souaré,Pape Souaré,100,1.0,,
2018-2019,Çağlar Söyüncü,Çaglar Söyüncü,93,9.0,,
2018-2019,Julián Speroni,Julian Speroni,93,1.0,,
2018-2019,Junior Stanislas,Junior Stanislas,100,56.0,,
2018-2019,Dale Stephens,Dale Stephens,100,65.0,,
2018-2019,Jack Stephens,Jack Stephens,100,47.0,,
2018-2019,Raheem Sterling,Raheem Sterling,100,234.0,,
2018-2019,John Stones,John Stones,100,83.0,,
2018-2019,Daniel Sturridge,Daniel Sturridge,100,34.0,,
2018-2019,Denis Suárez,Denis Suárez,100,4.0,,
2018-2019,Isaac Success,Isaac Success Ajayi,95,42.0,,
2018-2019,Ki Sung-yueng,Sung-yueng Ki,95,38.0,,
2018-2019,Andrew Surman,Andrew Surman,100,36.0,,
2018-2019,Sam Surridge,Sam Surridge,100,2.0,,
2018-2019,Alexander Sørloth,Alexander Sørloth,100,12.0,,
2018-2019,Matt Targett,Matt Targett,100,36.0,,
2018-2019,James Tarkowski,James Tarkowski,100,97.0,,
2018-2019,Charlie Taylor,Charlie Taylor,100,82.0,,
2018-2019,Youri Tielemans,Youri Tielemans,100,63.0,,
2018-2019,James Tomkins,James Tomkins,100,86.0,,
2018-2019,Lucas Torreira,Lucas Torreira,100,78.0,,
2018-2019,Cenk Tosun,Cenk Tosun,100,56.0,,
2018-2019,Andros Townsend,Andros Townsend,100,135.0,,
2018-2019,Adama Traoré,Adama Traoré,100,44.0,,
2018-2019,Mark Travers,Mark Travers,100,9.0,,
2018-2019,Kieran Trippier,Kieran Trippier,100,118.0,,
2018-2019,Antonio Valencia,Antonio Valencia,100,17.0,,
2018-2019,Yan Valery,Yan Valery,100,54.0,,
2018-2019,Virgil van Dijk,Virgil van Dijk,100,208.0,,
2018-2019,Jamie Vardy,Jamie Vardy,100,174.0,,
2018-2019,Jan Vertonghen,Jan Vertonghen,100,67.0,,
2018-2019,Jannik Vestergaard,Jannik Vestergaard,100,50.0,,
2018-2019,Luciano Vietto,Luciano Vietto,100,47.0,,
2018-2019,Rúben Vinagre,Rúben Nascimento Vinagre,100,24.0,,
2018-2019,Sam Vokes,Sam Vokes,100,48.0,,
2018-2019,Michel Vorm,Michel Vorm,100,5.0,,
2018-2019,Matěj Vydra,Matej Vydra,91,21.0,,
2018-2019,Theo Walcott,Theo Walcott,100,101.0,,
2018-2019,Kyle Walker,Kyle Walker,100,150.0,,
2018-2019,Kyle Walker-Peters,Kyle Walker-Peters,100,28.0,,
2018-2019,Aaron Wan-Bissaka,Aaron Wan-Bissaka,100,120.0,,
2018-2019,Victor Wanyama,Victor Wanyama,100,24.0,,
2018-2019,Danny Ward,Danny Ward,100,22.0,,
2018-2019,Joel Ward,Joel Ward,100,13.0,,
2018-2019,Stephen Ward,Stephen Ward,100,7.0,,
2018-2019,James Ward-Prowse,James Ward-Prowse,100,94.0,,
2018-2019,Danny Welbeck,Danny Welbeck,100,19.0,,
2018-2019,Ashley Westwood,Ashley Westwood,100,111.0,,
2018-2019,Connor Wickham,Connor Wickham,100,9.0,,
2018-2019,Georginio Wijnaldum,Georginio Wijnaldum,100,108.0,,
2018-2019,Danny Williams,Danny Williams,100,6.0,,
2018-2019,Willian,Willian Borges Da Silva,90,108.0,,
2018-2019,Joe Willock,Joseph Willock,88,4.0,True,
2018-2019,Ben Wilmot,Ben Wilmot,100,1.0,,
2018-2019,Jack Wilshere,Jack Wilshere,100,17.0,,
2018-2019,Callum Wilson,Callum Wilson,100,168.0,,
2018-2019,Harry Winks,Harry Winks,100,53.0,,
2018-2019,Chris Wood,Chris Wood,100,131.0,,
2018-2019,Granit Xhaka,Granit Xhaka,100,90.0,,
2018-2019,Andriy Yarmolenko,Andriy Yarmolenko,100,27.0,,
2018-2019,DeAndre Yedlin,DeAndre Yedlin,100,63.0,,
2018-2019,Maya Yoshida,Maya Yoshida,100,44.0,,
2018-2019,Ashley Young,Ashley Young,100,73.0,,
2018-2019,Pablo Zabaleta,Pablo Zabaleta,100,56.0,,
2018-2019,Wilfried Zaha,Wilfried Zaha,100,143.0,,
2018-2019,Andre-Frank Zambo Anguissa,André-Frank Zambo Anguissa,96,37.0,,
2018-2019,Davide Zappacosta,Davide Zappacosta,100,9.0,,
2018-2019,Oleksandr Zinchenko,Oleksandr Zinchenko,100,44.0,,
2018-2019,Kenneth Zohore,Kenneth Zohore,100,33.0,,
2018-2019,Kurt Zouma,Kurt Zouma,100,112.0,,
2018-2019,Valery,,100,,,
2017-2018,Patrick van Aanholt,Patrick van Aanholt,100,95.0,,
2017-2018,Rolando Aarons,Rolando Aarons,100,5.0,,
2017-2018,Tammy Abraham,Tammy Abraham,100,86.0,,
2017-2018,Charlie Adam,Charlie Adam,100,10.0,,
2017-2018,Adrián,Adrián San Miguel del Castillo,100,72.0,,
2017-2018,Ibrahim Afellay,Ibrahim Afellay,100,6.0,,
2017-2018,Benik Afobe,Benik Afobe,100,24.0,,
2017-2018,Sergio Agüero,Sergio Agüero,100,169.0,,
2017-2018,Nathan Aké,Nathan Aké,100,102.0,,
2017-2018,Marc Albrighton,Marc Albrighton,100,107.0,,
2017-2018,Toby Alderweireld,Toby Alderweireld,100,43.0,,
2017-2018,Trent Alexander-Arnold,Trent Alexander-Arnold,100,83.0,,
2017-2018,Joe Allen,Joe Allen,100,109.0,,
2017-2018,Dele Alli,Dele Alli,100,175.0,,
2017-2018,Marcos Alonso,Marcos Alonso,100,165.0,,
2017-2018,Daniel Amartey,Daniel Amartey,100,13.0,,
2017-2018,Ethan Ampadu,Ethan Ampadu,100,1.0,,
2017-2018,Nordin Amrabat,Nordin Amrabat,100,6.0,,
2017-2018,Michail Antonio,Michail Antonio,100,62.0,,
2017-2018,Scott Arfield,Scott Arfield,100,56.0,,
2017-2018,Marko Arnautović,Marko Arnautovic,94,144.0,,
2017-2018,Harry Arter,Harry Arter,100,27.0,,
2017-2018,Christian Atsu,Christian Atsu,100,78.0,,
2017-2018,Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang,100,87.0,,
2017-2018,Serge Aurier,Serge Aurier,100,77.0,,
2017-2018,Charlie Austin,Charlie Austin,100,72.0,,
2017-2018,André Ayew,André Ayew,100,77.0,,
2017-2018,Jordan Ayew,Jordan Ayew,100,108.0,,
2017-2018,César Azpilicueta,César Azpilicueta,100,175.0,,
2017-2018,Eric Bailly,Eric Bailly,100,55.0,,
2017-2018,Leighton Baines,Leighton Baines,100,82.0,,
2017-2018,Tiemoué Bakayoko,Tiemoué Bakayoko,100,77.0,,
2017-2018,Sam Baldock,Sam Baldock,100,2.0,,
2017-2018,Beni Baningime,Beni Baningime,100,7.0,,
2017-2018,Phil Bardsley,Phil Bardsley,100,33.0,,
2017-2018,Ross Barkley,Ross Barkley,100,3.0,,
2017-2018,Ashley Barnes,Ashley Barnes,100,92.0,,
2017-2018,Harvey Barnes,Harvey Barnes,100,3.0,,
2017-2018,Gareth Barry,Gareth Barry,100,56.0,,
2017-2018,Kyle Bartley,Kyle Bartley,100,5.0,,
2017-2018,Michy Batshuayi,Michy Batshuayi,100,25.0,,
2017-2018,Moritz Bauer,Moritz Bauer,100,41.0,,
2017-2018,Jan Bednarek,Jan Bednarek,100,22.0,,
2017-2018,Asmir Begović,Asmir Begovic,92,112.0,,
2017-2018,Héctor Bellerín,Héctor Bellerín,100,132.0,,
2017-2018,Yohan Benalouane,Yohan Benalouane,100,1.0,,
2017-2018,Christian Benteke,Christian Benteke,100,84.0,,
2017-2018,Saido Berahino,Saido Berahino,100,20.0,,
2017-2018,Jóhann Berg Guðmundsson,Johann Berg Gudmundsson,91,117.0,,
2017-2018,Ryan Bertrand,Ryan Bertrand,100,103.0,,
2017-2018,Muhamed Bešić,Muhamed Besic,85,2.0,True,
2017-2018,Philip Billing,Philip Billing,100,22.0,,
2017-2018,Mame Biram Diouf,Mame Biram Diouf,100,99.0,,
2017-2018,Daley Blind,Daley Blind,100,28.0,,
2017-2018,Jeremie Boga,Jeremie Boga,100,1.0,,
2017-2018,Yannick Bolasie,Yannick Bolasie,100,35.0,,
2017-2018,Gaëtan Bong,Gaëtan Bong,100,63.0,,
2017-2018,Wilfried Bony,Wilfried Bony,100,33.0,,
2017-2018,Sofiane Boufal,Sofiane Boufal,100,55.0,,
2017-2018,Robbie Brady,Robbie Brady,100,56.0,,
2017-2018,Claudio Bravo,Claudio Bravo,100,10.0,,
2017-2018,Miguel Britos,Miguel Britos,100,22.0,,
2017-2018,Leon Britton,Leon Britton,100,10.0,,
2017-2018,Izzy Brown,Isaiah Brown,64,16.0,True,
2017-2018,Bruno,Bruno Saltor Grau,100,84.0,,
2017-2018,Chris Brunt,Chris Brunt,100,81.0,,
2017-2018,Oliver Burke,Oliver Burke,100,23.0,,
2017-2018,Jack Butland,Jack Butland,100,125.0,,
2017-2018,Sam Byram,Sam Byram,100,5.0,,
2017-2018,Willy Caballero,Willy Caballero,100,11.0,,
2017-2018,Yohan Cabaye,Yohan Cabaye,100,73.0,,
2017-2018,Gary Cahill,Gary Cahill,100,74.0,,
2017-2018,Dominic Calvert-Lewin,Dominic Calvert-Lewin,100,88.0,,
2017-2018,Geoff Cameron,Geoff Cameron,100,33.0,,
2017-2018,Tyrese Campbell,Tyrese Campbell,100,4.0,,
2017-2018,Emre Can,Emre Can,100,92.0,,
2017-2018,Étienne Capoue,Etienne Capoue,93,48.0,,
2017-2018,Michael Carrick,Michael Carrick,100,4.0,,
2017-2018,André Carrillo,André Carrillo,100,64.0,,
2017-2018,Guido Carrillo,Guido Carrillo,100,15.0,,
2017-2018,Andy Carroll,Andy Carroll,100,36.0,,
2017-2018,Tom Carroll,Tom Carroll,100,85.0,,
2017-2018,Craig Cathcart,Craig Cathcart,100,14.0,,
2017-2018,Petr Čech,Petr Cech,89,124.0,True,
2017-2018,Nacer Chadli,Nacer Chadli,100,15.0,,
2017-2018,Nathaniel Chalobah,Nathaniel Chalobah,100,13.0,,
2017-2018,Calum Chambers,Calum Chambers,100,23.0,,
2017-2018,Ben Chilwell,Ben Chilwell,100,65.0,,
2017-2018,Hamza Choudhury,Hamza Choudhury,100,13.0,,
2017-2018,Andreas Christensen,Andreas Christensen,100,79.0,,
2017-2018,Lee Chung-yong,Chung-yong Lee,95,8.0,,
2017-2018,Ciaran Clark,Ciaran Clark,100,64.0,,
2017-2018,Tom Cleverley,Tom Cleverley,100,58.0,,
2017-2018,Sam Clucas,Sam Clucas,100,75.0,,
2017-2018,Nathaniel Clyne,Nathaniel Clyne,100,7.0,,
2017-2018,Séamus Coleman,Seamus Coleman,93,39.0,,
2017-2018,James Collins,James Collins,100,36.0,,
2017-2018,Lewis Cook,Lewis Cook,100,58.0,,
2017-2018,Steve Cook,Steve Cook,100,83.0,,
2017-2018,Francis Coquelin,Francis Coquelin,100,7.0,,
2017-2018,Jack Cork,Jack Cork,100,100.0,,
2017-2018,Thibaut Courtois,Thibaut Courtois,100,136.0,,
2017-2018,Philippe Coutinho,Philippe Coutinho,100,103.0,,
2017-2018,Martin Cranie,Martin Cranie,100,2.0,,
2017-2018,Aaron Cresswell,Aaron Cresswell,100,118.0,,
2017-2018,Peter Crouch,Peter Crouch,100,73.0,,
2017-2018,Josh Cullen,Josh Cullen,100,2.0,,
2017-2018,Charlie Daniels,Charlie Daniels,100,94.0,,
2017-2018,Danilo,Danilo Luiz da Silva,90,100.0,,
2017-2018,Scott Dann,Scott Dann,100,32.0,,
2017-2018,Karl Darlow,Karl Darlow,100,33.0,,
2017-2018,Matteo Darmian,Matteo Darmian,100,27.0,,
2017-2018,Ben Davies,Ben Davies,100,143.0,,
2017-2018,Tom Davies,Tom Davies,100,66.0,,
2017-2018,Steven Davis,Steven Davis,100,71.0,,
2017-2018,Craig Dawson,Craig Dawson,100,87.0,,
2017-2018,Kevin De Bruyne,Kevin De Bruyne,100,209.0,,
2017-2018,Troy Deeney,Troy Deeney,100,73.0,,
2017-2018,Jermain Defoe,Jermain Defoe,100,60.0,,
2017-2018,Steven Defour,Steven Defour,100,62.0,,
2017-2018,Damien Delaney,Damien Delaney,100,1.0,,
2017-2018,Fabian Delph,Fabian Delph,100,55.0,,
2017-2018,Mousa Dembélé,Mousa Dembélé,100,52.0,,
2017-2018,Laurent Depoitre,Laurent Depoitre,100,94.0,,
2017-2018,Mike van der Hoorn,Mike van der Hoorn,100,74.0,,
2017-2018,Gerard Deulofeu,Gerard Deulofeu,100,25.0,,
2017-2018,Fousseni Diabaté,Fousseni Diabaté,100,21.0,,
2017-2018,Mohamed Diamé,Mohamed Diamé,100,70.0,,
2017-2018,Brahim Díaz,Brahim Diaz,91,5.0,,
2017-2018,Eric Dier,Eric Dier,100,85.0,,
2017-2018,Abdoulaye Doucouré,Abdoulaye Doucouré,100,136.0,,
2017-2018,Aleksandar Dragović,Aleksandar Dragovic,95,28.0,,
2017-2018,Danny Drinkwater,Daniel Drinkwater,100,24.0,,
2017-2018,Martin Dúbravka,Martin Dubravka,93,53.0,,
2017-2018,Shane Duffy,Shane Duffy,100,100.0,,
2017-2018,Paul Dummett,Paul Dummett,100,52.0,,
2017-2018,Lewis Dunk,Lewis Dunk,100,97.0,,
2017-2018,Nathan Dyer,Nathan Dyer,100,41.0,,
2017-2018,Ederson,Ederson Santana de Moraes,90,158.0,,
2017-2018,Tom Edwards,Thomas Edwards,88,6.0,True,
2017-2018,Rob Elliot,Robert Elliot,87,57.0,True,
2017-2018,Mohamed Elneny,Mohamed Elneny,100,22.0,,
2017-2018,Christian Eriksen,Christian Eriksen,100,199.0,,
2017-2018,Jonny Evans,Jonny Evans,100,78.0,,
2017-2018,Patrice Evra,Patrice Evra,100,2.0,,
2017-2018,Łukasz Fabiański,Lukasz Fabianski,88,157.0,True,
2017-2018,Cesc Fàbregas,Cesc Fàbregas,100,89.0,,
2017-2018,Marouane Fellaini,Marouane Fellaini,100,47.0,,
2017-2018,Kiko Femenía,Francisco Femenía Far,86,65.0,True,
2017-2018,Leroy Fer,Leroy Fer,100,41.0,,
2017-2018,Edimilson Fernandes,Edimilson Fernandes,100,29.0,,
2017-2018,Federico Fernández,Federico Fernández,100,85.0,,
2017-2018,Fernandinho,Fernando Luiz Rosa,100,120.0,,
2017-2018,Sam Field,Sam Field,100,23.0,,
2017-2018,Roberto Firmino,Roberto Firmino,100,181.0,,
2017-2018,Darren Fletcher,Darren Fletcher,100,67.0,,
2017-2018,Phil Foden,Phil Foden,100,8.0,,
2017-2018,José Fonte,Jose Fonte,90,34.0,,
2017-2018,Fraser Forster,Fraser Forster,100,73.0,,
2017-2018,Ben Foster,Ben Foster,100,123.0,,
2017-2018,Timothy Fosu-Mensah,Timothy Fosu-Mensah,100,39.0,,
2017-2018,Simon Francis,Simon Francis,100,56.0,,
2017-2018,Ryan Fraser,Ryan Fraser,100,97.0,,
2017-2018,Christian Fuchs,Christian Fuchs,100,57.0,,
2017-2018,Jay Fulton,Jay Fulton,100,1.0,,
2017-2018,Ramiro Funes Mori,Ramiro Funes Mori,100,3.0,,
2017-2018,Manolo Gabbiadini,Manolo Gabbiadini,100,66.0,,
2017-2018,Jesús Gámez,Jesús Gámez Duarte,90,9.0,,
2017-2018,Idrissa Gana Gueye,Idrissa Gueye,95,87.0,,
2017-2018,Dwight Gayle,Dwight Gayle,100,94.0,,
2017-2018,Paulo Gazzaniga,Paulo Gazzaniga,100,9.0,,
2017-2018,David de Gea,David de Gea,100,172.0,,
2017-2018,Kieran Gibbs,Kieran Gibbs,100,86.0,,
2017-2018,Olivier Giroud,Olivier Giroud,100,77.0,,
2017-2018,Connor Goldson,Connor Goldson,100,6.0,,
2017-2018,Heurelho Gomes,Heurelho Gomes,100,64.0,,
2017-2018,Joe Gomez,Joseph Gomez,86,86.0,True,
2017-2018,Dan Gosling,Dan Gosling,100,59.0,,
2017-2018,Lee Grant,Lee Grant,100,5.0,,
2017-2018,Andre Gray,Andre Gray,100,79.0,,
2017-2018,Demarai Gray,Demarai Gray,100,80.0,,
2017-2018,Pascal Groß,Pascal Groß,100,164.0,,
2017-2018,Marko Grujić,Marko Grujic,92,3.0,,
2017-2018,İlkay Gündoğan,Ilkay Gündogan,93,82.0,,
2017-2018,Florent Hadergjonaj,Florent Hadergjonaj,100,51.0,,
2017-2018,Massadio Haïdara,Massadio Haidara,94,1.0,,
2017-2018,Ben Hamer,Ben Hamer,100,9.0,,
2017-2018,Rekeem Harper,Rekeem Harper,100,1.0,,
2017-2018,Joe Hart,Joe Hart,100,59.0,,
2017-2018,Isaac Hayden,Isaac Hayden,100,41.0,,
2017-2018,Eden Hazard,Eden Hazard,100,173.0,,
2017-2018,Tom Heaton,Tom Heaton,100,8.0,,
2017-2018,Michael Hefele,Michael Hefele,100,1.0,,
2017-2018,Ahmed Hegazi,Ahmed El-Sayed Hegazi,86,114.0,True,
2017-2018,Tomer Hemed,Tomer Hemed,100,43.0,,
2017-2018,Jordan Henderson,Jordan Henderson,100,75.0,,
2017-2018,Jeff Hendrick,Jeff Hendrick,100,85.0,,
2017-2018,Wayne Hennessey,Wayne Hennessey,100,99.0,,
2017-2018,Javier Hernández,Javier Hernández Balcázar,90,93.0,,
2017-2018,Ander Herrera,Ander Herrera,100,44.0,,
2017-2018,Son Heung-min,Heung-Min Son,95,178.0,,
2017-2018,Wesley Hoedt,Wesley Hoedt,100,74.0,,
2017-2018,Jonathan Hogg,Jonathan Hogg,100,53.0,,
2017-2018,Rob Holding,Rob Holding,100,27.0,,
2017-2018,José Holebas,José Holebas,100,72.0,,
2017-2018,Mason Holgate,Mason Holgate,100,37.0,,
2017-2018,Callum Hudson-Odoi,Callum Hudson-Odoi,100,2.0,,
2017-2018,Will Hughes,Will Hughes,100,53.0,,
2017-2018,Jordan Hugill,Jordan Hugill,100,3.0,,
2017-2018,Uwe Hünemeier,Uwe Hünemeier,100,1.0,,
2017-2018,Emerson Hyndman,Emerson Hyndman,100,1.0,,
2017-2018,Pierre Højbjerg,Pierre-Emile Højbjerg,95,39.0,,
2017-2018,Jordon Ibe,Jordon Ibe,100,85.0,,
2017-2018,Vicente Iborra,Vicente Iborra,100,58.0,,
2017-2018,Zlatan Ibrahimović,Zlatan Ibrahimovic,94,5.0,,
2017-2018,Kelechi Iheanacho,Kelechi Iheanacho,100,54.0,,
2017-2018,Tom Ince,Tom Ince,100,82.0,,
2017-2018,Danny Ings,Danny Ings,100,18.0,,
2017-2018,Stephen Ireland,Stephen Ireland,100,4.0,,
2017-2018,Alex Iwobi,Alex Iwobi,100,89.0,,
2017-2018,José Izquierdo,José Izquierdo,100,101.0,,
2017-2018,Phil Jagielka,Phil Jagielka,100,60.0,,
2017-2018,Eldin Jakupović,Eldin Jakupovic,93,4.0,,
2017-2018,Matty James,Matty James,100,26.0,,
2017-2018,Daryl Janmaat,Daryl Janmaat,100,59.0,,
2017-2018,Vincent Janssen,Vincent Janssen,100,1.0,,
2017-2018,Jesé,Jesé Rodríguez Ruiz,90,31.0,,
2017-2018,Gabriel Jesus,Gabriel Fernando de Jesus,100,126.0,,
2017-2018,Glen Johnson,Glen Johnson,100,5.0,,
2017-2018,Phil Jones,Phil Jones,100,116.0,,
2017-2018,Joselu,Jose Luis Mato Sanmartín,75,69.0,True,
2017-2018,Mathias Jørgensen,Mathias Jorgensen,94,107.0,,
2017-2018,Christian Kabasele,Christian Kabasele,100,68.0,,
2017-2018,Younès Kaboul,Younes Kaboul,92,7.0,,
2017-2018,Elias Kachunga,Elias Kachunga,100,46.0,,
2017-2018,Sullay Kaikai,Sullay Kaikai,100,1.0,,
2017-2018,Harry Kane,Harry Kane,100,217.0,,
2017-2018,N'Golo Kanté,N'Golo Kanté,100,101.0,,
2017-2018,Loris Karius,Loris Karius,100,88.0,,
2017-2018,Orestis Karnezis,Orestis Karnezis,100,47.0,,
2017-2018,Beram Kayal,Beram Kayal,100,25.0,,
2017-2018,Michael Keane,Michael Keane,100,81.0,,
2017-2018,Martin Kelly,Martin Kelly,100,34.0,,
2017-2018,Kenedy,Robert Kenedy Nunes do Nascimento,90,51.0,,
2017-2018,Jonjoe Kenny,Jonjoe Kenny,100,50.0,,
2017-2018,Andy King,Andy King,100,51.0,,
2017-2018,Joshua King,Joshua King,100,110.0,,
2017-2018,Davy Klaassen,Davy Klaassen,100,7.0,,
2017-2018,Ragnar Klavan,Ragnar Klavan,100,78.0,,
2017-2018,Anthony Knockaert,Anthony Knockaert,100,88.0,,
2017-2018,Sead Kolašinac,Sead Kolasinac,93,108.0,,
2017-2018,Vincent Kompany,Vincent Kompany,100,60.0,,
2017-2018,Terence Kongolo,Terence Kongolo,100,30.0,,
2017-2018,Laurent Koscielny,Laurent Koscielny,100,100.0,,
2017-2018,Cheikhou Kouyaté,Cheikhou Kouyaté,100,86.0,,
2017-2018,Bojan Krkić,Bojan Krkic Perez,86,2.0,True,
2017-2018,Grzegorz Krychowiak,Grzegorz Krychowiak,100,58.0,,
2017-2018,Rajiv van La Parra,Rajiv van La Parra,100,74.0,,
2017-2018,Alexandre Lacazette,Alexandre Lacazette,100,138.0,,
2017-2018,Freddie Ladapo,Olayinka Fredrick Oladotun Ladapo,86,1.0,True,
2017-2018,Adam Lallana,Adam Lallana,100,13.0,,
2017-2018,Érik Lamela,Erik Lamela,91,55.0,,
2017-2018,Manuel Lanzini,Manuel Lanzini,100,106.0,,
2017-2018,Aymeric Laporte,Aymeric Laporte,100,35.0,,
2017-2018,Jamaal Lascelles,Jamaal Lascelles,100,116.0,,
2017-2018,Florian Lejeune,Florian Lejeune,100,66.0,,
2017-2018,Mario Lemina,Mario Lemina,100,58.0,,
2017-2018,Aaron Lennon,Aaron Lennon,100,65.0,,
2017-2018,Victor Lindelöf,Victor Lindelöf,100,47.0,,
2017-2018,Jesse Lingard,Jesse Lingard,100,128.0,,
2017-2018,Jake Livermore,Jake Livermore,100,89.0,,
2017-2018,Fernando Llorente,Fernando Llorente,100,22.0,,
2017-2018,Hugo Lloris,Hugo Lloris,100,144.0,,
2017-2018,Jürgen Locadia,Jürgen Locadia,100,16.0,,
2017-2018,Ruben Loftus-Cheek,Ruben Loftus-Cheek,100,77.0,,
2017-2018,Joe Lolley,Joe Lolley,100,11.0,,
2017-2018,Kevin Long,Kevin Long,100,57.0,,
2017-2018,Shane Long,Shane Long,100,53.0,,
2017-2018,Ademola Lookman,Ademola Lookman,100,10.0,,
2017-2018,Jonas Lössl,Jonas Lössl,100,135.0,,
2017-2018,Dejan Lovren,Dejan Lovren,100,110.0,,
2017-2018,Chris Löwe,Chris Löwe,100,60.0,,
2017-2018,Matthew Lowton,Matthew Lowton,100,89.0,,
2017-2018,David Luiz,David Luiz Moreira Marinho,90,32.0,,
2017-2018,Romelu Lukaku,Romelu Lukaku,100,162.0,,
2017-2018,Dodi Lukebakio,Dodi Lukebakio,100,1.0,,
2017-2018,Levi Lumeka,Levi Lumeka,100,1.0,,
2017-2018,Harry Maguire,Harry Maguire,100,117.0,,
2017-2018,Riyad Mahrez,Riyad Mahrez,100,195.0,,
2017-2018,Ainsley Maitland-Niles,Ainsley Maitland-Niles,100,25.0,,
2017-2018,Scott Malone,Scott Malone,100,41.0,,
2017-2018,Sadio Mané,Sadio Mané,100,147.0,,
2017-2018,Eliaquim Mangala,Eliaquim Mangala,100,22.0,,
2017-2018,Javier Manquillo,Javier Manquillo,100,49.0,,
2017-2018,Solly March,Solomon March,75,74.0,True,
2017-2018,Adrian Mariappa,Adrian Mariappa,100,58.0,,
2017-2018,João Mário,João Mário Naval Costa Eduardo,90,46.0,,
2017-2018,Anthony Martial,Anthony Martial,100,125.0,,
2017-2018,Cuco Martina,Cuco Martina,100,55.0,,
2017-2018,Bruno Martins Indi,Bruno Martins Indi,100,20.0,,
2017-2018,Arthur Masuaku,Arthur Masuaku,100,68.0,,
2017-2018,Juan Mata,Juan Mata,100,100.0,,
2017-2018,Nemanja Matić,Nemanja Matic,92,91.0,,
2017-2018,Joël Matip,Joel Matip,90,81.0,,
2017-2018,Konstantinos Mavropanos,Konstantinos Mavropanos,100,4.0,,
2017-2018,Alfie Mawson,Alfie Mawson,100,112.0,,
2017-2018,Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting,100,107.0,,
2017-2018,Chancel Mbemba,Chancel Mbemba,100,20.0,,
2017-2018,James McArthur,James McArthur,100,101.0,,
2017-2018,Gareth McAuley,Gareth McAuley,100,8.0,,
2017-2018,Oliver McBurnie,Oliver McBurnie,100,16.0,,
2017-2018,Alex McCarthy,Alex McCarthy,100,52.0,,
2017-2018,James McCarthy,James McCarthy,100,6.0,,
2017-2018,James McClean,James McClean,100,45.0,,
2017-2018,Sam McQueen,Sam McQueen,100,14.0,,
2017-2018,Scott McTominay,Scott McTominay,100,21.0,,
2017-2018,Ben Mee,Ben Mee,100,90.0,,
2017-2018,Benjamin Mendy,Benjamin Mendy,100,20.0,,
2017-2018,Mikel Merino,Mikel Merino,100,49.0,,
2017-2018,Per Mertesacker,Per Mertesacker,100,16.0,,
2017-2018,Roque Mesa,Roque Mesa,100,18.0,,
2017-2018,Simon Mignolet,Simon Mignolet,100,67.0,,
2017-2018,Luka Milivojević,Luka Milivojevic,94,144.0,,
2017-2018,James Milner,James Milner,100,77.0,,
2017-2018,Tyrone Mings,Tyrone Mings,100,3.0,,
2017-2018,Kevin Mirallas,Kevin Mirallas,100,5.0,,
2017-2018,Aleksandar Mitrović,Aleksandar Mitrovic,95,10.0,,
2017-2018,Henrikh Mkhitaryan,Henrikh Mkhitaryan,100,107.0,,
2017-2018,Nacho Monreal,Nacho Monreal,100,130.0,,
2017-2018,Aaron Mooy,Aaron Mooy,100,113.0,,
2017-2018,Álvaro Morata,Álvaro Morata,100,122.0,,
2017-2018,Alberto Moreno,Alberto Moreno,100,52.0,,
2017-2018,Wes Morgan,Wes Morgan,100,61.0,,
2017-2018,James Morrison,James Morrison,100,13.0,,
2017-2018,Victor Moses,Victor Moses,100,131.0,,
2017-2018,Steve Mounié,Steve Mounie,92,92.0,,
2017-2018,Lucas Moura,Lucas Rodrigues Moura da Silva,100,11.0,,
